temp1,smoke1,soil,flame1,temp2,smoke2,flame2,humidity,label
44.2,863,3803,1,43.0,763,1,29.2,HIGH_RISK
44.3,1016,3718,1,41.2,1342,1,28.0,PROBABLE_FIRE
44.0,905,3542,0,54.6,1197,0,5.7,CONFIRMED_FIRE
39.8,1066,3004,1,42.9,1296,1,15.3,PROBABLE_FIRE
57.9,1122,3786,0,60.5,1325,0,15.2,CONFIRMED_FIRE
49.1,1062,3379,1,50.4,1175,1,21.9,PROBABLE_FIRE
44.4,872,3390,1,51.4,1139,1,16.1,PROBABLE_FIRE
45.5,763,3429,1,46.1,824,1,21.9,HIGH_RISK
28.1,500,967,1,27.7,682,1,54.2,SAFE
39.4,675,3799,1,37.9,715,1,26.1,HIGH_RISK
43.0,540,3717,1,41.3,543,1,17.5,HIGH_RISK
49.7,1332,4095,1,58.2,1160,0,17.2,CONFIRMED_FIRE
49.5,812,3500,0,56.2,1102,0,33.0,PROBABLE_FIRE
23.6,320,1561,1,23.2,438,1,73.4,SAFE
49.3,950,3038,1,48.0,1204,1,12.6,PROBABLE_FIRE
44.3,499,4287,1,47.5,656,1,34.8,HIGH_RISK
42.2,1195,3691,0,52.8,1151,0,15.8,CONFIRMED_FIRE
55.9,1190,3615,0,66.6,1117,1,10.2,CONFIRMED_FIRE
54.4,1207,4306,0,64.1,1134,0,16.0,CONFIRMED_FIRE
28.4,633,1077,1,26.7,446,1,71.2,SAFE
43.9,1085,3805,1,54.0,1201,0,6.6,CONFIRMED_FIRE
26.6,443,983,1,24.3,586,1,66.2,SAFE
44.5,632,3202,0,52.6,797,1,27.6,PROBABLE_FIRE
26.4,437,1333,1,30.7,316,1,54.1,SAFE
23.1,395,973,1,21.0,418,1,57.2,SAFE
39.5,616,3739,1,41.1,458,1,19.0,HIGH_RISK
28.7,507,1031,1,29.9,440,1,76.3,SAFE
44.3,1060,3218,1,47.5,898,0,17.2,PROBABLE_FIRE
39.7,497,3807,1,37.5,641,1,18.7,HIGH_RISK
28.1,344,1983,1,27.5,354,1,66.4,SAFE
63.3,1127,4066,0,67.7,811,0,10.1,CONFIRMED_FIRE
61.0,1349,3899,0,69.7,1163,0,8.1,CONFIRMED_FIRE
20.4,290,1971,1,19.5,573,1,81.5,SAFE
20.7,414,1316,1,22.1,534,1,76.4,SAFE
62.4,1376,3940,0,67.9,1302,0,21.0,CONFIRMED_FIRE
23.1,326,1526,1,22.4,678,1,58.8,SAFE
34.6,369,2055,1,34.3,592,1,84.0,SAFE
54.7,1176,4272,0,58.9,1109,1,6.8,CONFIRMED_FIRE
25.4,380,1645,1,25.4,673,1,69.4,SAFE
58.1,1341,3998,0,66.8,1182,0,19.2,CONFIRMED_FIRE
39.7,606,4326,1,45.5,684,1,41.0,HIGH_RISK
52.6,1157,3195,0,58.4,1312,0,11.2,CONFIRMED_FIRE
41.5,471,3762,1,40.3,672,1,34.2,HIGH_RISK
45.6,1017,3236,1,51.4,1219,1,18.9,PROBABLE_FIRE
47.4,1570,4043,0,48.7,1028,1,10.2,CONFIRMED_FIRE
24.8,501,1941,1,22.2,541,1,91.2,SAFE
39.7,435,3461,1,35.9,711,1,18.7,HIGH_RISK
59.7,1066,4051,0,63.6,944,1,5.1,CONFIRMED_FIRE
47.7,1009,3022,1,48.0,1258,1,9.7,PROBABLE_FIRE
62.7,1197,3231,0,74.9,1189,0,7.3,CONFIRMED_FIRE
31.3,438,2487,1,28.2,379,1,89.4,SAFE
22.0,554,931,1,22.5,594,1,53.1,SAFE
44.6,665,3979,1,46.4,624,1,24.2,HIGH_RISK
46.0,548,4001,1,44.1,808,1,27.2,HIGH_RISK
32.3,652,2097,1,33.7,459,1,54.8,SAFE
41.3,490,3655,1,41.2,411,1,33.6,HIGH_RISK
40.8,730,3503,1,40.7,573,1,24.6,HIGH_RISK
44.7,1095,3516,1,44.6,893,1,24.8,PROBABLE_FIRE
42.8,634,3535,1,45.7,704,1,15.9,HIGH_RISK
53.2,1199,3604,0,53.0,1064,0,13.5,CONFIRMED_FIRE
45.0,890,3288,1,48.5,1075,1,10.8,PROBABLE_FIRE
32.1,693,4082,1,31.8,680,1,35.7,HIGH_RISK
50.0,1087,3972,1,59.9,1076,0,5.2,CONFIRMED_FIRE
42.2,509,3690,1,40.3,518,1,25.3,HIGH_RISK
56.1,1428,4124,0,56.0,1185,0,5.8,CONFIRMED_FIRE
22.3,470,1302,1,21.1,338,1,94.4,SAFE
56.4,1373,4130,0,57.2,1376,0,18.1,CONFIRMED_FIRE
45.4,619,3449,1,48.6,574,1,16.5,HIGH_RISK
37.1,974,3900,1,42.1,977,0,28.9,PROBABLE_FIRE
32.9,527,1245,1,35.1,339,1,61.4,SAFE
52.0,1121,3987,1,54.6,1063,1,10.8,PROBABLE_FIRE
32.6,298,1108,1,33.3,529,1,63.2,SAFE
40.7,726,3750,1,39.9,402,1,23.5,HIGH_RISK
56.0,1425,3542,0,62.1,1536,0,18.3,CONFIRMED_FIRE
38.5,755,3613,1,43.1,623,1,44.1,HIGH_RISK
46.2,1118,3864,0,61.9,1422,0,11.4,CONFIRMED_FIRE
29.7,345,2577,1,32.5,325,1,92.2,SAFE
31.6,412,1738,1,33.0,412,1,71.5,SAFE
31.9,442,2304,1,31.9,624,1,72.5,SAFE
40.0,1057,3347,0,42.7,812,1,12.8,PROBABLE_FIRE
42.1,1371,3310,1,47.1,1227,1,24.9,PROBABLE_FIRE
43.8,966,4121,1,43.5,1043,1,26.1,PROBABLE_FIRE
23.1,429,1260,1,24.1,332,1,77.5,SAFE
28.8,557,2267,1,29.5,594,1,79.2,SAFE
25.3,569,2627,1,28.8,307,1,67.5,SAFE
23.1,342,2138,1,23.3,583,1,62.9,SAFE
37.2,457,3757,1,38.1,662,1,39.5,HIGH_RISK
51.8,973,3890,1,49.7,1077,1,22.3,PROBABLE_FIRE
56.2,1368,3265,1,56.2,1400,0,6.9,CONFIRMED_FIRE
41.9,1035,3518,0,45.3,1482,0,17.6,CONFIRMED_FIRE
20.7,358,2203,1,23.9,405,1,75.1,SAFE
41.4,747,3410,1,41.5,661,1,29.6,HIGH_RISK
45.7,743,3274,1,53.5,686,0,36.7,PROBABLE_FIRE
23.5,575,2337,1,23.1,491,1,53.3,SAFE
48.8,1320,3941,0,55.1,1221,0,8.7,CONFIRMED_FIRE
49.5,1298,3669,1,49.5,1059,1,32.9,PROBABLE_FIRE
39.6,502,3482,1,41.5,437,1,22.4,HIGH_RISK
32.5,379,1567,1,33.6,398,1,76.3,SAFE
22.1,576,2469,1,23.4,656,1,79.1,SAFE
37.0,976,3810,1,36.6,600,0,17.3,PROBABLE_FIRE
42.3,1076,3829,0,45.2,1059,0,35.3,PROBABLE_FIRE
54.6,1379,3628,1,58.7,1243,0,13.4,CONFIRMED_FIRE
39.1,667,3897,1,41.9,657,1,30.1,HIGH_RISK
52.8,919,2871,0,53.8,870,1,19.9,PROBABLE_FIRE
63.5,1115,3775,0,62.0,1054,1,7.2,CONFIRMED_FIRE
42.1,752,4200,1,43.9,672,1,40.0,HIGH_RISK
40.2,1085,3277,0,40.2,848,1,22.0,PROBABLE_FIRE
45.7,909,4097,1,47.1,1383,1,10.8,PROBABLE_FIRE
38.2,599,3986,1,38.1,445,1,24.8,HIGH_RISK
44.9,712,3765,1,40.8,663,1,29.5,HIGH_RISK
39.1,401,4322,1,38.1,628,1,26.8,HIGH_RISK
35.7,397,3573,1,38.9,727,1,42.4,HIGH_RISK
37.9,1303,3805,1,43.4,1450,0,8.5,CONFIRMED_FIRE
50.2,1012,4080,0,50.7,1176,0,8.2,CONFIRMED_FIRE
48.0,1347,4239,0,50.6,1211,0,23.8,CONFIRMED_FIRE
33.0,439,1036,1,31.7,632,1,55.5,SAFE
22.1,584,2217,1,19.2,661,1,53.6,SAFE
57.0,1229,2789,0,64.6,1267,0,8.2,CONFIRMED_FIRE
35.1,343,1661,1,33.1,465,1,52.6,SAFE
40.5,486,4473,1,40.4,660,1,16.2,HIGH_RISK
38.4,729,3462,1,41.1,997,0,36.6,PROBABLE_FIRE
55.5,1038,3792,1,55.8,1110,0,13.1,CONFIRMED_FIRE
26.4,469,1055,1,25.1,491,1,46.2,SAFE
30.0,394,2196,1,29.6,473,1,57.4,SAFE
41.1,976,2777,1,42.3,1218,1,27.9,PROBABLE_FIRE
40.7,766,3736,1,43.1,435,1,18.2,HIGH_RISK
41.8,416,3921,1,41.5,481,1,40.8,HIGH_RISK
62.5,1322,3711,0,67.2,1139,0,17.9,CONFIRMED_FIRE
55.9,1147,3748,1,63.2,1506,0,8.2,CONFIRMED_FIRE
47.7,1407,4152,0,50.2,1311,0,11.1,CONFIRMED_FIRE
61.4,1392,3640,0,66.5,1362,0,22.9,CONFIRMED_FIRE
39.1,1058,3704,1,42.1,987,1,18.2,PROBABLE_FIRE
53.8,1391,3992,0,60.9,1248,1,11.8,CONFIRMED_FIRE
29.0,468,1395,1,30.1,456,1,77.2,SAFE
31.1,596,2280,1,34.0,460,1,77.1,SAFE
44.4,534,3686,1,46.0,427,1,41.8,HIGH_RISK
50.7,1089,2959,0,51.4,986,0,17.4,PROBABLE_FIRE
36.0,699,4201,1,38.8,456,1,39.1,HIGH_RISK
44.4,1336,3652,0,54.7,1245,0,11.0,CONFIRMED_FIRE
53.6,1227,4239,0,59.6,1182,0,7.0,CONFIRMED_FIRE
55.2,1131,3945,0,63.0,1120,0,8.4,CONFIRMED_FIRE
53.8,1155,3614,0,57.6,1365,0,13.3,CONFIRMED_FIRE
54.6,1112,2932,1,56.9,1144,1,22.5,PROBABLE_FIRE
51.9,850,3218,1,58.0,920,0,9.7,PROBABLE_FIRE
34.2,579,2365,1,33.9,406,1,79.2,SAFE
37.1,871,3627,1,36.6,570,0,32.1,PROBABLE_FIRE
39.0,748,3449,1,37.2,560,1,39.1,HIGH_RISK
49.3,1025,3442,1,52.1,1308,1,30.5,PROBABLE_FIRE
23.1,630,1676,1,21.1,705,1,63.4,SAFE
52.3,1076,3409,1,51.7,1006,1,13.9,PROBABLE_FIRE
48.4,727,2933,1,48.7,833,0,20.9,PROBABLE_FIRE
32.1,334,1502,1,30.5,431,1,68.4,SAFE
42.3,941,3532,1,45.6,895,0,14.0,PROBABLE_FIRE
20.1,629,1434,1,18.8,568,1,97.7,SAFE
55.9,1275,3944,0,59.3,934,0,14.4,CONFIRMED_FIRE
53.3,1108,3793,0,54.1,1291,0,8.9,CONFIRMED_FIRE
50.1,1113,3784,1,55.5,1225,1,25.5,PROBABLE_FIRE
27.3,545,1743,1,26.6,514,1,90.8,SAFE
33.2,293,2169,1,32.2,346,1,80.8,SAFE
36.4,464,3786,1,39.4,798,1,18.7,HIGH_RISK
42.9,428,4243,1,43.8,679,1,42.3,HIGH_RISK
33.5,643,1510,1,33.7,367,1,84.6,SAFE
28.8,569,1166,1,31.3,330,1,72.9,SAFE
54.8,964,4023,0,63.2,1000,0,36.0,PROBABLE_FIRE
42.0,689,3986,1,44.5,808,1,27.5,HIGH_RISK
35.6,586,3633,1,40.1,476,1,38.5,HIGH_RISK
58.3,1308,3297,0,59.2,1081,1,11.3,CONFIRMED_FIRE
23.2,325,990,1,20.9,564,1,82.5,SAFE
44.9,1347,3464,0,51.2,1149,0,18.4,CONFIRMED_FIRE
25.7,483,1269,1,23.8,506,1,80.6,SAFE
28.8,476,2259,1,26.5,312,1,62.3,SAFE
45.7,1060,3304,1,47.3,1005,1,20.1,PROBABLE_FIRE
39.7,449,3911,1,36.5,716,1,44.0,HIGH_RISK
37.0,466,3899,1,38.7,376,1,33.6,HIGH_RISK
40.8,631,3427,1,44.5,1037,0,38.1,PROBABLE_FIRE
48.6,1577,3285,0,48.1,1214,0,9.2,CONFIRMED_FIRE
43.2,616,3945,1,42.8,732,1,19.4,HIGH_RISK
39.2,381,3879,1,43.6,787,1,37.6,HIGH_RISK
49.6,1289,2758,1,46.9,964,1,33.6,PROBABLE_FIRE
50.5,1113,3681,1,55.4,855,1,28.2,PROBABLE_FIRE
33.1,359,2005,1,33.7,497,1,54.8,SAFE
23.5,614,1144,1,24.1,623,1,49.2,SAFE
21.2,593,1508,1,21.4,566,1,70.6,SAFE
54.2,1042,3652,0,66.4,1279,0,14.3,CONFIRMED_FIRE
57.7,1240,4330,0,63.0,1127,0,22.1,CONFIRMED_FIRE
66.2,1377,4053,0,73.7,1107,0,6.8,CONFIRMED_FIRE
50.8,1229,3401,1,55.6,1422,0,14.0,CONFIRMED_FIRE
47.9,1240,3922,1,53.8,1344,0,6.4,CONFIRMED_FIRE
39.6,776,4103,0,39.1,917,1,20.4,PROBABLE_FIRE
20.2,453,1668,1,20.6,490,1,72.8,SAFE
45.6,707,3834,0,48.9,846,1,20.2,PROBABLE_FIRE
41.5,739,3850,1,38.9,562,1,44.6,HIGH_RISK
50.0,1453,4058,0,56.1,1206,0,6.5,CONFIRMED_FIRE
41.2,710,3889,1,39.9,658,1,20.5,HIGH_RISK
37.1,467,3717,1,39.5,693,1,38.0,HIGH_RISK
43.6,1317,4119,0,42.6,1201,0,12.3,CONFIRMED_FIRE
36.6,548,3902,1,33.9,451,1,16.1,HIGH_RISK
43.6,1538,4170,0,45.9,1127,0,20.1,CONFIRMED_FIRE
46.0,464,3963,1,47.4,417,1,29.0,HIGH_RISK
49.5,1160,3556,0,53.5,1316,0,19.1,CONFIRMED_FIRE
44.8,818,3704,0,46.4,674,0,15.4,PROBABLE_FIRE
41.4,845,3438,1,42.4,638,1,44.7,HIGH_RISK
35.6,470,2191,1,35.0,575,1,64.0,SAFE
26.0,422,1425,1,26.2,422,1,66.2,SAFE
42.4,689,3871,1,39.1,432,1,16.3,HIGH_RISK
31.4,499,1107,1,32.1,320,1,70.1,SAFE
24.1,312,941,1,23.9,433,1,74.3,SAFE
43.0,1092,2971,0,50.2,1399,0,13.0,CONFIRMED_FIRE
40.8,607,3996,1,43.5,768,1,29.8,HIGH_RISK
20.0,427,1245,1,19.8,506,1,91.7,SAFE
55.1,1351,3274,1,53.9,1188,1,20.2,PROBABLE_FIRE
30.5,565,1512,1,31.5,606,1,55.9,SAFE
48.4,1265,3159,0,51.9,1341,0,7.9,CONFIRMED_FIRE
41.6,848,3760,1,46.5,634,1,33.1,HIGH_RISK
49.0,930,4004,1,51.3,1152,1,28.3,PROBABLE_FIRE
49.7,1235,3927,0,56.8,1160,1,19.0,CONFIRMED_FIRE
38.1,569,4260,1,36.1,762,1,46.0,HIGH_RISK
25.3,536,1060,1,25.1,456,1,83.4,SAFE
37.6,1242,3410,1,40.2,1091,1,24.5,PROBABLE_FIRE
58.7,1521,3729,0,68.1,1199,1,14.7,CONFIRMED_FIRE
24.0,526,1358,1,24.0,468,1,88.8,SAFE
37.2,752,3723,1,38.2,427,1,16.0,HIGH_RISK
48.0,989,3309,1,48.6,781,0,18.3,PROBABLE_FIRE
20.1,604,1210,1,18.8,330,1,52.4,SAFE
35.7,680,3647,1,38.7,594,1,36.2,HIGH_RISK
44.2,668,3672,1,48.1,599,0,33.8,PROBABLE_FIRE
41.8,720,4053,1,41.1,554,1,19.6,HIGH_RISK
29.4,527,2900,1,30.0,354,1,69.7,SAFE
53.4,1024,3848,1,65.2,1095,0,17.2,CONFIRMED_FIRE
24.4,607,1848,1,25.8,673,1,69.1,SAFE
24.3,345,2533,1,24.2,376,1,63.1,SAFE
34.3,731,3841,1,34.6,703,1,23.2,HIGH_RISK
56.7,1283,3820,0,55.7,1328,1,16.7,CONFIRMED_FIRE
38.0,944,4373,0,42.2,661,0,22.9,PROBABLE_FIRE
60.5,1414,3611,0,68.0,1320,0,12.6,CONFIRMED_FIRE
33.2,390,2113,1,33.2,393,1,57.6,SAFE
48.7,952,3849,0,52.4,1662,0,16.8,CONFIRMED_FIRE
35.8,771,3720,1,37.2,707,1,17.5,HIGH_RISK
41.7,629,4040,1,41.5,454,1,17.0,HIGH_RISK
60.7,1314,3300,0,65.7,1280,0,18.1,CONFIRMED_FIRE
25.8,594,2151,1,25.6,621,1,76.9,SAFE
26.2,332,1460,1,23.9,582,1,54.6,SAFE
44.4,682,3464,1,41.7,831,1,36.9,HIGH_RISK
45.4,838,4065,1,46.8,717,0,22.9,PROBABLE_FIRE
40.3,405,3742,1,39.4,599,1,29.7,HIGH_RISK
52.8,895,3650,0,59.7,1417,0,16.1,CONFIRMED_FIRE
50.7,1261,3616,0,53.9,935,1,13.1,CONFIRMED_FIRE
40.9,864,4028,1,45.2,992,0,14.6,PROBABLE_FIRE
45.1,802,3360,1,47.2,737,1,43.1,HIGH_RISK
49.6,937,3268,1,58.0,892,0,10.1,PROBABLE_FIRE
41.8,622,3937,1,40.2,631,1,35.7,HIGH_RISK
42.2,940,3661,1,40.0,1002,1,23.3,PROBABLE_FIRE
49.8,1352,4151,1,56.4,1430,0,17.7,CONFIRMED_FIRE
50.4,1378,3817,0,54.6,1178,0,7.2,CONFIRMED_FIRE
30.8,463,1132,1,30.2,350,1,57.0,SAFE
35.0,622,3745,1,41.1,559,1,27.4,HIGH_RISK
43.5,560,3744,1,42.3,599,1,44.9,HIGH_RISK
34.2,673,3831,1,35.9,631,1,40.1,HIGH_RISK
34.7,469,906,1,32.1,472,1,60.1,SAFE
24.4,545,1715,1,22.3,570,1,77.6,SAFE
32.0,449,3949,1,34.1,608,1,23.5,HIGH_RISK
22.8,626,1170,1,24.5,379,1,72.5,SAFE
29.8,386,1615,1,31.0,466,1,83.6,SAFE
60.1,1254,3864,0,70.9,1239,0,16.0,CONFIRMED_FIRE
48.3,1230,4176,1,60.1,1518,0,18.1,CONFIRMED_FIRE
28.9,325,2227,1,26.7,611,1,74.6,SAFE
50.0,1316,3951,0,49.5,1125,0,11.6,CONFIRMED_FIRE
51.4,965,3784,1,49.7,1260,1,21.3,PROBABLE_FIRE
33.4,431,1501,1,34.5,322,1,62.7,SAFE
37.1,590,3586,1,40.6,1129,0,24.5,PROBABLE_FIRE
27.5,593,1224,1,27.2,523,1,81.1,SAFE
23.2,484,2584,1,22.9,361,1,87.7,SAFE
44.4,719,3505,1,46.3,734,1,27.2,HIGH_RISK
40.6,833,3113,0,40.9,745,0,25.0,PROBABLE_FIRE
26.3,388,1805,1,25.7,415,1,74.0,SAFE
42.4,1092,4177,0,51.2,1396,0,10.5,CONFIRMED_FIRE
39.5,501,3851,1,40.7,426,1,24.5,HIGH_RISK
54.6,1128,3530,1,62.7,1406,0,15.8,CONFIRMED_FIRE
45.3,441,3369,1,44.1,527,1,26.4,HIGH_RISK
47.6,480,3399,1,51.7,665,1,37.9,HIGH_RISK
63.7,1500,4121,0,64.7,1022,0,13.2,CONFIRMED_FIRE
38.7,616,3503,1,38.3,471,1,38.3,HIGH_RISK
56.4,1195,3709,0,62.6,1260,1,9.7,CONFIRMED_FIRE
28.5,516,984,1,28.6,566,1,77.4,SAFE
55.0,1167,3934,0,56.2,1159,0,11.7,CONFIRMED_FIRE
38.9,1015,3088,1,41.2,1247,1,26.3,PROBABLE_FIRE
21.4,431,1875,1,21.0,439,1,75.5,SAFE
25.7,583,2520,1,23.8,485,1,70.8,SAFE
23.4,410,2481,1,24.1,301,1,89.2,SAFE
30.3,551,1425,1,31.0,370,1,73.6,SAFE
38.3,604,3988,1,36.9,791,1,31.6,HIGH_RISK
53.7,956,3294,1,53.4,1115,1,14.7,PROBABLE_FIRE
29.9,280,2609,1,29.4,329,1,77.0,SAFE
49.9,1181,3639,0,54.4,1517,0,5.2,CONFIRMED_FIRE
63.0,1475,4137,0,72.1,1163,0,6.9,CONFIRMED_FIRE
55.5,1352,3201,0,67.0,1139,0,12.7,CONFIRMED_FIRE
52.0,1071,3692,0,54.4,1122,0,8.0,CONFIRMED_FIRE
30.8,584,1058,1,33.7,642,1,48.4,SAFE
56.0,1122,3888,0,60.8,1100,0,6.1,CONFIRMED_FIRE
42.8,765,3912,1,44.2,654,1,31.8,HIGH_RISK
48.4,1033,3619,1,50.6,1539,0,12.2,CONFIRMED_FIRE
48.5,893,3128,0,48.6,601,1,40.2,PROBABLE_FIRE
23.3,334,1028,1,22.6,387,1,72.8,SAFE
37.7,578,4418,1,34.1,719,1,29.0,HIGH_RISK
52.8,1154,3441,0,55.7,1344,1,17.4,CONFIRMED_FIRE
20.1,490,1005,1,23.3,579,1,61.8,SAFE
23.3,574,1136,1,25.0,554,1,56.6,SAFE
33.7,586,1165,1,34.2,291,1,75.3,SAFE
23.0,593,1455,1,23.8,540,1,64.6,SAFE
19.0,501,1102,1,18.0,585,1,88.4,SAFE
53.2,1149,3984,0,61.3,1194,0,10.7,CONFIRMED_FIRE
46.0,1464,3495,0,44.4,1199,1,14.8,CONFIRMED_FIRE
24.2,650,2454,1,19.9,337,1,84.9,SAFE
51.6,1078,3250,1,52.0,1362,1,24.0,PROBABLE_FIRE
19.2,532,1424,1,18.4,414,1,67.8,SAFE
56.3,1179,3740,1,61.1,1154,1,20.5,PROBABLE_FIRE
47.1,1364,3106,0,62.0,1450,0,9.2,CONFIRMED_FIRE
64.3,1466,3460,0,66.2,1173,0,9.4,CONFIRMED_FIRE
27.0,489,2775,1,25.5,644,1,76.1,SAFE
47.4,1196,3141,1,53.0,1099,1,16.8,PROBABLE_FIRE
41.9,1128,3671,1,42.7,1169,1,35.2,PROBABLE_FIRE
49.4,1294,4079,0,51.6,1173,0,15.9,CONFIRMED_FIRE
48.4,1073,3910,0,58.1,1206,0,5.2,CONFIRMED_FIRE
54.4,1407,3909,0,61.8,1460,0,6.7,CONFIRMED_FIRE
21.0,460,1692,1,22.6,617,1,80.1,SAFE
23.3,466,1022,1,21.4,478,1,74.9,SAFE
52.9,1011,3601,1,50.4,1122,0,16.3,PROBABLE_FIRE
33.9,469,4144,1,35.1,416,1,29.6,HIGH_RISK
33.2,396,2354,1,30.8,394,1,93.6,SAFE
48.9,1148,3209,0,48.8,1073,1,19.1,CONFIRMED_FIRE
55.1,1123,3980,1,56.4,1228,0,8.1,CONFIRMED_FIRE
22.0,346,2701,1,20.3,464,1,62.1,SAFE
55.2,1381,3700,0,59.5,1063,1,17.2,CONFIRMED_FIRE
66.7,1151,3847,0,69.0,1363,0,21.4,CONFIRMED_FIRE
33.3,621,1859,1,33.5,385,1,52.1,SAFE
42.8,1133,3354,1,44.8,984,1,15.3,PROBABLE_FIRE
30.7,664,2424,1,29.1,687,1,56.2,SAFE
55.7,1233,3889,0,64.8,939,1,15.4,CONFIRMED_FIRE
40.3,762,4131,1,39.8,612,1,17.2,HIGH_RISK
39.4,523,4255,1,41.3,723,1,32.0,HIGH_RISK
21.0,423,1524,1,22.7,519,1,66.8,SAFE
57.8,1312,3967,1,64.5,1391,0,6.9,CONFIRMED_FIRE
32.6,482,2501,1,34.5,621,1,56.3,SAFE
34.3,720,3547,1,38.7,421,1,34.9,HIGH_RISK
21.3,636,2537,1,21.8,414,1,70.1,SAFE
40.3,938,3496,1,38.2,1225,1,25.7,PROBABLE_FIRE
24.1,578,2210,1,22.0,629,1,89.4,SAFE
38.7,822,3585,0,39.0,977,0,16.6,PROBABLE_FIRE
26.9,537,1097,1,30.2,649,1,62.0,SAFE
54.7,1097,3656,0,66.4,1178,0,6.8,CONFIRMED_FIRE
25.8,541,981,1,27.5,406,1,63.3,SAFE
46.6,875,3774,1,50.3,887,0,33.5,PROBABLE_FIRE
27.6,581,1025,1,27.2,623,1,82.3,SAFE
63.3,1177,3442,0,66.7,1420,0,20.1,CONFIRMED_FIRE
43.9,1102,2973,1,48.9,790,1,20.8,PROBABLE_FIRE
37.1,444,3810,1,38.1,501,1,21.4,HIGH_RISK
52.4,668,3118,0,59.9,779,1,26.8,PROBABLE_FIRE
40.3,800,3624,0,41.5,915,0,21.9,PROBABLE_FIRE
43.6,720,3752,1,48.7,622,1,39.0,HIGH_RISK
54.7,1197,3509,0,57.7,1369,0,23.5,CONFIRMED_FIRE
26.6,438,1519,1,28.2,372,1,77.6,SAFE
52.6,1220,2619,1,59.2,1228,1,19.0,PROBABLE_FIRE
30.3,397,2513,1,25.6,704,1,103.7,SAFE
23.3,413,2318,1,23.6,613,1,62.2,SAFE
41.9,669,3614,1,43.7,632,1,43.9,HIGH_RISK
40.8,559,3803,1,41.8,652,1,22.0,HIGH_RISK
37.2,530,4084,1,37.7,685,1,42.8,HIGH_RISK
21.1,441,2806,1,21.3,445,1,81.3,SAFE
41.6,873,3055,1,46.5,702,0,16.6,PROBABLE_FIRE
26.7,466,2263,1,29.4,279,1,68.3,SAFE
61.4,1336,3475,0,63.4,1451,0,8.4,CONFIRMED_FIRE
25.0,536,1856,1,26.5,378,1,54.7,SAFE
63.1,1308,3846,0,78.5,1312,0,17.5,CONFIRMED_FIRE
29.4,484,2129,1,33.9,484,1,77.1,SAFE
57.5,1443,3993,1,63.0,1294,0,6.3,CONFIRMED_FIRE
26.0,641,2508,1,25.6,489,1,58.6,SAFE
48.3,1071,3491,1,53.8,887,1,32.9,PROBABLE_FIRE
51.3,1164,3664,1,51.6,859,0,30.5,PROBABLE_FIRE
34.8,412,4385,1,35.3,730,1,35.8,HIGH_RISK
34.1,376,2866,1,34.7,498,1,68.5,SAFE
38.1,424,4221,1,37.8,682,1,37.4,HIGH_RISK
46.9,1077,3987,0,53.8,695,1,24.2,PROBABLE_FIRE
43.4,598,3665,1,44.9,777,1,16.0,HIGH_RISK
21.8,429,1630,1,23.1,514,1,61.1,SAFE
31.2,309,1791,1,30.1,631,1,91.1,SAFE
52.7,1094,4472,1,52.4,1159,1,26.7,PROBABLE_FIRE
41.8,1162,3249,1,44.0,1293,1,20.2,PROBABLE_FIRE
44.8,1089,3157,1,53.8,1420,0,15.5,CONFIRMED_FIRE
22.9,500,2064,1,21.9,349,1,50.4,SAFE
63.4,1521,3689,0,67.6,1397,0,24.8,CONFIRMED_FIRE
29.8,623,2773,1,30.8,341,1,51.5,SAFE
46.0,1114,4021,0,51.4,1230,0,13.7,CONFIRMED_FIRE
56.1,1174,3302,1,56.2,1168,1,18.3,PROBABLE_FIRE
46.4,713,3745,1,44.0,743,1,43.9,HIGH_RISK
29.7,631,899,1,28.2,394,1,84.8,SAFE
29.7,354,1946,1,32.4,502,1,61.1,SAFE
39.8,732,3999,1,40.2,1151,0,16.5,PROBABLE_FIRE
37.4,795,3673,0,38.9,915,1,40.0,PROBABLE_FIRE
42.5,717,3734,1,39.8,714,1,26.4,HIGH_RISK
47.6,1168,3617,0,55.8,1325,0,18.9,CONFIRMED_FIRE
26.2,296,1655,1,24.5,354,1,79.2,SAFE
39.4,725,3783,1,38.9,820,1,36.8,HIGH_RISK
58.1,1304,4195,0,64.1,1158,0,7.4,CONFIRMED_FIRE
19.6,495,2021,1,18.8,425,1,81.0,SAFE
29.1,531,996,1,31.6,537,1,77.0,SAFE
48.4,1010,3411,1,51.0,1056,1,24.9,PROBABLE_FIRE
44.1,610,3494,1,43.6,409,1,34.1,HIGH_RISK
29.7,369,1254,1,29.9,363,1,57.1,SAFE
47.7,1243,3902,0,54.1,1197,0,17.8,CONFIRMED_FIRE
38.6,629,4020,1,40.1,684,1,17.5,HIGH_RISK
35.9,789,3744,1,38.9,672,1,15.5,HIGH_RISK
47.1,995,3680,1,47.7,1422,0,13.9,CONFIRMED_FIRE
49.1,991,4172,1,48.7,1209,1,22.3,PROBABLE_FIRE
22.5,353,2270,1,22.0,483,1,73.8,SAFE
37.4,756,3805,1,38.4,434,1,38.2,HIGH_RISK
40.2,444,3618,1,38.0,659,1,35.2,HIGH_RISK
23.5,557,1969,1,22.1,443,1,53.6,SAFE
44.6,1347,3793,0,49.9,1125,0,12.9,CONFIRMED_FIRE
40.7,671,3330,1,40.1,615,1,20.4,HIGH_RISK
32.2,528,2430,1,35.5,366,1,48.8,SAFE
22.8,449,1693,1,22.0,381,1,87.5,SAFE
